id,name,speciality,taste,medicine type,passing,have,effect
3341,lax lik娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3342,水案板,,,,,,开胃除湿健脾
3343,兰花根,,,,,,驱虫
3344,vob haib ghab mox萬旱嘎玛（凤尾草）,热,甜,热药,冷经,,hxub hxab kid vas eb旭嘎凯洼沃（清热利水）、tad jab dib gangb沓痂挡港（解毒杀虫）
3345,vob ghanb nail萬嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt替笨（理气）
3346,zend gheif bat姜给巴（枳壳）,冷,苦,冷药,热经,,理气宽中、行滞消积
3347,jab vob gax nix佳萬姣米（霍香）,热,辛,热药,冷经,,hxub hxab kid tad biaox旭嘎凯沓标（清热解表）、kxed dionb yangx nex荷桐泱内（温中化湿）
3348,厚朴,,,,,,宽胸理气
3349,ghod menl ghumb阿梅棍（苦养麦）,冷,酸、苦,冷药,热经,,消食开胃
3350,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix diangl maix ves nait麦靓麦韦芳（健脾）
3351,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,ves hxed荷相（补中）
3352,zend ded珍陡（慧仁米）,平,甜、淡,两经药,,,maix dliangl maix ves nait麦靓麦韦芳（健脾）、vas net洼内（利湿）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3353,Zend fangx hxangt珍访象（山楂）,热,甜、微酸,热药,冷经,,平肝止痛
3354,ghab gangb ganl mangl嘎腔杆芒（麦芽）,热,甜,热药,冷经,,健脾和胃、行气
3355,鸡内金,,,,,,消食化积
3356,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）
3357,ngix gheib ghad仰抵嘎（沙参）,热,甜,热药,冷经,,清热养阴
3358,nangx fangx yut朗访幼（石斛）,热,甜,热药,冷经,,滋阴除热、养胃生津
3359,鸡内金,,,,,,化积
3360,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
3361,ngix gheib ghad仰抵嘎（沙参）,热,甜,热药,冷经,,清热养阴
3362,lax lik娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、tit bongt替笨（理气）
3363,叶下珠,,,,,,清热解毒、淡渗利湿
3364,桂枝,,,,,,辛温、利湿
3365,麻黄,,,,,,发汗、利尿
3366,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃除内（利水渗湿）、maix diangl maix ves hxed麦靓麦韦荷相（健脾补中）
3367,box niel保略（浮萍）,热,辛,热药,冷经,,lol eb hniangk洛欧良（发汗）、vas jut洼居（利尿）
3368,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）
3369,vob nix liod萬里料（石韦）,冷,苦、微甜,冷药,热经,,vas eb洼沃（利水）
3370,vob khok ed萬壳欧（薄荷）,热,辛,热药,冷经,,
3371,vob bik seix nlieb葛比赊幼（金钱草）,冷,苦、微辛,冷药,热经,,tad jab沓痂（解毒）、zaok net vex hxangd 造内维象（利水活血）、yangk angt泱安（消肿）
3372,Hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,Tad Jab沓痂（解毒）
3373,bangx vob hvid榜葛芜（野菊花）,冷,苦,冷药,冷经、快经、半边经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3374,vob ngeix bat dliangt葛里八降（车前草）,冷,甜,冷药,热经,,hxub hxab kib vas eb wal旭嘎凯洼欧完（清热利尿）
3375,jex sangx ghut ghut ngeil ni- ub酒桑咯咯列里（牛膝）,冷,酸、苦,冷药,热经,,vex hxangd yangx diod hxangd维象烽丢象（活血化瘀）、vas jut caf net洼居滁内（利尿除湿）
3376,ghab ngid vud嘎欧低（苏子）,热,辛,热药,冷经,,hangb bongt ghangb yab沆笨夯宇（行气宽中）、sul hxangl kxed dionb素象荷相（活血温中）
3377,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix diangl maix ves nait麦靓麦韦芳（健脾）
3378,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃滁内（利水利湿）、maix diangl maix ves hxed 麦靓麦韦荷相（健脾补中）
3379,vob geeflix萬国里（泽泻）,热,甜、微辛,热药,冷经,,利尿
3380,lax lik 娜丽（薯芎）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3381,vob ghab nil 葛嘎里（旱莲草）,热,酸、涩,热药,冷经,,凉血益阴
3382,ghab jongx hmongl hsongd嘎炯芒桑（棉花根）,冷,淡,冷药,热经,,dias jent滇劫（祛风）、caf net滁内（利湿）
3383,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt 怡迄布笨（补中益气）、maix diangl maix ves nait 麦靓麦韦芳（健脾）
3384,ghab bas hlat jongb嘎罢嗟姜（菟丝子）,热,甜,热药,冷经,,bud diub dsangb got lol布丢肾戈洛（补肾固涩）
3385,vob gel gangb qangk萬给干羌（斑鸠窝）,冷,苦涩,冷药,热经,,maix dliangl maix ves nait caf net麦靓麦韦芳滁内（健脾利湿）
3386,vob qangd niul萬强牛（续断）,热,甜,热药,冷经,,bud diuf khand vut sand布丢汗吴汕（补肝肾）
3387,ghab bas hlat jongb嘎罢嗟姜（菟丝子）,热,甜,热药,冷经,,bud diub dsangb got lol布丢肾戈洛（补肾固涩）、ves hxid jongt dail hsongd维洗炯带松（补骨强筋）
3388,隔山消,,,,,,消食化积
3389,vob hmid dlad vud萬迷莎又（半边莲）,热,辣,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、dod vas jut yangk angt达洼居泱安（利尿消肿）
3390,红花,,,,,,养血活血
3391,zand dlenx珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab沓痂（解毒）
3392,nagnx dlob ghat仰梭嘎（鸡血藤）,热,甜、微苦,热药,冷经,,补血
3393,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix diangl maix ves nait麦靓麦韦芳（健脾）
3394,vob tad hxend萬它信（冬葵子）,冷,苦,冷药,热经,,清热解毒
3395,kaid凯（干姜）,热,辛、辣,热药,冷经,,温中散寒、温肺、回阳通脉、诸药合用温通散寒、回阳通脉软坚
3396,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix diangl maix ves nait麦靓麦韦芳（健脾）、tit hgud nais pob替复奈波（益肺）
3397,ghab jongx hmongl hsongd嘎炯芒桑（野棉花）,冷,淡,冷药,热经,,seix loud赊洛（通络）
3398,丹参活血凉血,,,,,,诸药共起补气养血、温通
3399,zand dlenx珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通络）、tad jab沓痂（解毒）
3400,红花,,,,,,养血活血
3401,vob hmak vongx萬朴翁（何首乌）,热,甜、微涩,热药,冷经,,khand vat sand diu£汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）
3402,dab khob sob达柯芍（赤芍）,冷,苦,冷药,热经,,凉血散瘀、消肝泻火
3403,生姜皮,,,,,,辛湿祛寒、上药合用共起活血通络、辛温祛寒
3404,ghab jongx bel sob xok gax has嘎炯布梭学嘎八（见血飞）,冷,苦,冷药,热经,,zangl diod hxangd滇丢象（化瘀）、yangk angt tad jab泱安沓痂（消肿解毒）
3405,hsob hx- angt嗟尚（大血藤）,冷,苦,冷药,热经,,sul hxangl seix loud素象赊洛（活血通经）、dias jent caf net滇劫滁内（祛风利湿）
3406,红花,,,,,,养血活血
3407,zend fangx hxangt珍访象（山楂）,热,甜、微酸,热药,冷经,,消食化积、散瘀止痛
3408,隔山消,,,,,,消食化积
3409,vob hmid niangx萬咪仰（马齿觅）,冷,酸、微苦涩,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）、诸药合用消食化积、清热和胃
3410,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）
3411,det kaf ved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）zakgl seil漳射（散寒）、zaok net造内（燥湿）、sand baix dul汕渣都（顺气）
3412,zend fangx hxangt珍访象（山楂）,热,甜、微酸,热药,冷经,,消食化积
3413,vob hangt ghad萬项嘎（鸡矢藤）,热,甜、微涩,热药,冷经,,hxib nongx hxib fhuk洗侬洗沽（消食化积）o上药合用宽胸顺气、消食化积
3414,ghod menl ghumb阿梅棍（苦养头）,冷,酸、苦,冷药,热经,,清热解毒、理气止痛
3415,鸡内金,,,,,,助消化
3416,ghab jiongb nfib嘎炯菲（葛根）,热,甜,热药,冷经,,qeb jind dangf ngas ghongd 曲靳挡嘎候（生津止渴）
3417,not diel jab kaib det 糯独佳开都（水黄连）,,,,,,hxub hxab kib cat net旭嘎凯滁内（清热利湿）、tad jab沓痂（解毒）
3418,乌梅,,,,,,止泻、上药共用清热利湿、消食化积
3419,det nix wet豆里乌（海蚌含珠）,冷,苦、涩,冷药,热经,,hxab hxah kib caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）、hxib qhuk洗咕（消积）
3420,vob hmid niangx萬咪仰（马齿苑）,冷,酸、微苦涩,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
3421,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid Tad jab拉凯沓痂（泻火解毒）、上药共起清热利湿、顺通肠胃的作用
3422,隔山消,,,,,,消食化积
3423,baod jiox sangx苞脚桑（地苦胆）,冷,苦,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）实肠
3424,厚朴,,,,,,宽胸理气
3425,ghab ngid vud嘎欧低（苏叶）,热,辛,热药,冷经,,hangb bongt ghangb yab沆笨夯宇（行气宽中）、健脾和胃
3426,生姜,,,,,,辛湿祛寒、顺通胃气
3427,jab vob gax nix佳萬姣米（蕾香）,热,辛,热药,冷经,,kxed dionb yangx nex荷桐泱内（温中化湿）
3428,厚朴,,,,,,宽胸理气
3429,zend ded珍陡（慧仁）,平,甜、淡,两经药,,,maix diangl maix ves nait麦靓麦韦芳（健脾）、vas net洼内（利水）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3430,vob liof萬疗（辣蓼）,冷,苦,冷药,热经,,dias diod hxangd滇丢象（化瘀）、诸药共用温中散寒、顺通肠胃
3431,vob yangx got葛勇哥（骚羊古）,冷,麻、辣,冷药,热经,,温中散寒、tad jab yangk angt沓痂泱安（解毒消肿）
3432,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,tad jab yangk angt沓痂泱安（解毒消肿）、温胃散寒
3433,水杨梅,,,,,,收敛止泻
3434,zend bel liangx珍布仰（金樱子）,热,甜、涩,热药,冷经,,bud diut qeb jind布丢曲靳（补肾生津）、quk liand dangf hxangd苣敛挡象（收敛止血）
3435,det kaf ved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）zakgl seil漳射（散寒）、zaok net造内（燥湿）
3436,厚朴,,,,,,宽胸理气
3437,粟壳,,,,,,止痛收敛
3438,vob tad hxend萬它信（冬葵子）,冷,苦,冷药,热经,,清热解毒
3439,zend bel eob豆布托（刺梨根）,热,酸、微涩,热药,冷经,,hxib nongx maix diangl mais ves nait洗侬麦靓麦韦芳（消食健脾）、qud liand dangf zal苣敛挡扎（收敛止泻）、jab eb wof佳欧芜（党参）、性热、味甜、属热药、入冷经、yis gub bud bongt怡迄布笨（补中益气）、maix diangl maix ves nait麦靓麦韦芳（健脾）
3440,jab zangd naib佳美勒（败酱草）,冷,苦、涩,冷药,热经,,hx- ub hxad kid tad jab旭嘎凯沓痂（清热解毒）
3441,vob nail lies萬芮榴（鱼瞅草）,冷,苦,冷药,热经、快经,,tit bongt hxib nongx替笨洗侬（理气消食）
3442,zend fangx hxangt珍访象（山楂）,热,甜、微酸,热药,冷经,,化积、散瘀止痛
3443,baod jiox sangx苞脚桑（地苦胆）,冷,苦,冷药,热经,,hx- ub hxab vas ngangl ghongd旭嘎洼嘎宏（清利咽喉）
3444,麦芽,,,,,,通经脉、消积
3445,vob ghanb nail葛嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt替笨（理气）
3446,ghab jiongb liul panb hlob嘎炯令潘闹（太子参）,热,甜、微苦,热药,冷经,,补气生津、健脾润肺
3447,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,maix diangl maix ves hxed麦靓麦韦荷相（健脾补中）、dangf dliud dius vangx diongk挡琉停网亭（宁心安神）
3448,lax lik 娜丽（薯芎）,热,甜,热药,冷经,,tit bongt替笨（理气）
3449,灵芝,,,,,,养心安神
3450,夜寒苏,,,,,,补气补血
3451,gheib jab let姬佳诺（阳雀花）,热,淡甜、微辛,热药,冷经,,bud bongt yis hxent布笨怡渥（补气养阴）
3452,vob tad hxend萬它信（冬葵子）,冷,苦,冷药,热经,,清热解毒
3453,ghod menl ghumb阿梅棍（苦养头）,冷,酸、苦,冷药,热经,,清热解毒、健脾
3454,ghab gangb ganl mangl嘎腔杆芒（麦芽）,热,甜,热药,冷经,,健脾和胃、行气消食
3455,茯神,,,,,,安神镇静
3456,vob hmak vongx萬朴翁（夜交藤）,热,甜、微涩,热药,冷经,,khand vat sand diuf 汗吾尤布丢（滋补肝肾）、yis hxangd 怡象（养精血）
3457,ghab jiongb liul panb hlob 嘎炯令潘闹（太子参）,热,甜、微苦,热药,冷经,,补气生津
3458,谷芽,,,,,,收敛止汗、滋阴
3459,zend fangx hxangt 珍访象（山楂）,热,甜、微酸,热药,冷经,,消食化积
3460,僵蚕,,,,,,祛风、镇静、安神
3461,jab laox liaod佳力略（钩藤）,热,微甜,,,,
3462,zend lei珍陆（梅仁）,冷,苦,冷药,热经,,tad jab沓痂（解毒）、hxub hxad kib cafnet旭嘎凯滁内（清热利湿）
3463,Bes sok芍药（白芍）,冷,苦,冷药,热经,,养血柔肝
3464,vob bex teb xot萬布套学（血人参）,热,涩、微苦,热药,冷经,,养血补血
3465,guab geb nyox挂桂俄（白薇）,冷,苦、咸,冷药,热经,,
3466,土洋参,,,,,,滋阴、补气、安神
3467,vob tad hxend萬它信（冬葵）,冷,苦,冷药,热经,,补气
3468,vob hmak vongx萬朴翁（何首乌）,热,甜、微涩,热药,冷经,,khand vat sand bub diuf汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）
3469,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind布笨曲靳（补气养水）、maix diangl maix ves nait bub diuf麦靓麦韦芳布笨（健脾益气）
3470,茯神,,,,,,安神镇静
3471,茯神,,,,,,安神镇静
3472,vob nil lios bad葛里略巴（瓜子金）,冷,苦、微辛,,热经,,宁心安神
3473,vob hmak vongx萬朴翁（夜交藤）,热,甜、微涩,热药,冷经,,khand vat sand diuf汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）
3474,尖惊药,,,,,,清热解毒
3475,僵蚕,,,,,,镇静、安神
3476,蝉衣,,,,,,安神镇静
3477,vob hmak vongx葛朴翁（夜交藤）,热,甜、微涩,热药,冷经,,khand vat sand diuf汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）
3478,niangx ghab nex gix仰格陇给（淡竹叶）,冷,淡,冷药,热经,,hxub hxab kib caf mond旭嘎凯滁穆（清热除烦）
3479,灯心草,,,,,,清心火
3480,蝉衣,,,,,,安神镇静
3481,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）
3482,Vob khok ed萬壳欧（野薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）
3483,not diel jab kaib det糯独佳开都（水黄连）,,,,,,hxub hxab kib cat net旭嘎凯滁内（清热利湿）tad jab沓痂（解毒）
3484,见风青,,,,,,镇静安眠
3485,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3486,蜂糖,,,,,,滋阴补虚
3487,蝉衣,,,,,,疏风散热、止夜啼
3488,vob hmak vongx萬朴翁（何首乌）,热,甜、微涩,热药,冷经,,khand vat sand diuf汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）
3489,核桃补脑,,,,,,健肾
3490,zend det vob bol珍豆萬播（枸杞）,热,甜,热药,冷经,,补肾
3491,det vob gangb豆房岗（桑募）,热,甜,热药,冷经,,滋阴养血、补肝益肾、生津润发、khand vat sand bud diol汗吾汕布丢（补肝补肾）、ves hxid jongt dail hsongd维洗炯带松（强筋骨）
3492,灵芝,,,,,,养心、诸药养心、生津润发
3493,桂元肉,,,,,,滋阴补肾
3494,vob eb bens萬阿苯（土人参）,热,甜,热药,冷经,,bud xub maix dliangl maix ves nait布西麦靓麦韦芳（补虚健脾）
3495,vob bex teb xot萬布套学（血人参）,热,涩、微苦,热药,冷经,,滋阴补肾、补气涩血
3496,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任造（清热润燥）、baix dul tad jab摆都沓痂（泻火解毒）
3497,det kaf ved 豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）、sand baix dul汕渣都（疏肝）
3498,jiox sangx bod dliob酒尚苞确（蛇莲）,冷,苦,冷药,热经,小毒,清热化於、消肿止痛
3499,生姜,,,,,,辛湿祛寒止吐
3500,陈皮,,,,,,芳香化浊
3501,vob gel gangb qangk葛给干羌（斑鸠窝）,冷,苦涩,冷药,热经,,maix diangl maix ves nait caf net麦靓麦韦芳滁内（健脾利湿）
3502,det jenl ib机衣（女贞子）,冷,苦、涩,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
3503,隔山消,,,,,,消食化积
3504,vob ghanb nail萬嘎勒（蜘蛛香）,热,麻、辣,热药,冷经,,tit bongt替笨（理气）
3505,ghod menl ghumb阿梅棍（苦养头）,冷,酸、苦,冷药,热经,,清热解毒、健胃止痛、消食
3506,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix dliangl maix ves nait 麦靓麦韦芳（健脾）
3507,det kafved豆卡欧（吴萸）,热,辣、麻,热药,冷经、慢经,小毒,hxed dionb荷桐（温中）zakgl seil漳射（散寒）、zaok net造内（燥湿）、ghab ngid vud嘎欧低（苏叶）、性热、味辛、属热药、入冷经、hangb bongt ghangb yab沆笨夯宇（行气宽中）、sul hxangl kxed dionb 素象荷相（活血温中）
3508,生姜,,,,,,辛湿、祛寒、止吐
3509,jab box vib佳保耶（石菖蒲）,热,麻、辣,热药,冷经,,dias ghab ngal ghangb yub滇哈格夯宇（化痰开窍）、caf nef sul qub滁内素迄（利湿健胃）
3510,隔山消,,,,,,消食化积
